Ano;Modalidade;Semestre;Centro;Curso;Turno;Ingressantes;Matriculados;Concluintes;Desligados;Trancados
2021;Presencial;2;CAA;Pedagogia - CAA;Noturno;40;295;16;23;9
2021;Presencial;2;CAA;Química - CAA;Noturno;37;288;23;16;11
2021;Presencial;2;CAC;Arquitetura e Urbanismo;Integral;51;513;18;15;19
2021;Presencial;2;CAC;Artes Visuais - Bacharelado;Matutino;2;42;0;7;3
2021;Presencial;2;CAC;Artes Visuais - Licenciatura;Integral;1;136;5;8;10
2021;Presencial;2;CAC;Biblioteconomia;vespertino;0;183;9;15;9
2021;Presencial;2;CAC;Cinema e Audiovisual;vespertino;50;212;5;4;15
2021;Presencial;2;CAC;Dança;Noturno;0;115;2;4;5
2021;Presencial;2;CAC;Design;Integral;35;293;16;10;15
2021;Presencial;2;CAC;Expressão Gráfica;Integral;0;80;2;8;13
2021;Presencial;2;CAC;Gestão da Informação;Noturno;1;189;14;12;14
2021;Presencial;2;CAC;Jornalismo;vespertino;4;186;20;7;4
2021;Presencial;2;CAC;Letras - Bacharelado;vespertino;0;110;9;16;10
2021;Presencial;2;CAC;Letras - Espanhol;Matutino;30;97;0;9;3
2021;Presencial;2;CAC;Letras - Espanhol;Noturno;0;77;0;10;4
2021;Presencial;2;CAC;Letras - Francês;vespertino;0;40;2;9;4
2021;Presencial;2;CAC;Letras - Inglês;Matutino;33;118;3;1;5
2021;Presencial;2;CAC;Letras - Libras;Matutino;31;105;6;5;7
2021;Presencial;2;CAC;Letras - Português;Noturno;0;117;6;8;10
2021;Presencial;2;CAC;Letras - Português;vespertino;63;277;13;3;9
2021;Presencial;2;CAC;Música;Integral;0;95;4;4;2
2021;Presencial;2;CAC;Música;Matutino;0;7;3;0;0
2021;Presencial;2;CAC;Música;Noturno;18;90;3;4;2
2021;Presencial;2;CAC;Música - Canto;Matutino;0;8;0;0;1
2021;Presencial;2;CAC;Música - Instrumento;Matutino;1;48;4;2;1
2021;Presencial;2;CAC;Publicidade e Propaganda;Matutino;45;177;6;4;2
2021;Presencial;2;CAC;Rádio, TV e Internet;Matutino;29;129;13;3;6
2021;Presencial;2;CAC;Teatro;Integral;0;124;4;15;9
2021;Presencial;2;CAV;Ciências Biológicas - CAV;Noturno;41;372;21;28;7
2021;Presencial;2;CAV;Educação Física - Bacharelado - CAV;Matutino;36;235;18;18;15
2021;Presencial;2;CAV;Educação Física - Licenciatura - CAV;vespertino;43;273;24;23;23
2021;Presencial;2;CAV;Enfermagem - CAV;Integral;32;299;17;7;7
2021;Presencial;2;CAV;Nutrição - CAV;Matutino;30;241;18;7;7
2021;Presencial;2;CAV;Saúde Coletiva - CAV;Noturno;29;163;16;18;10
2021;Presencial;2;CB;Biomedicina;Integral;68;492;11;16;17
2021;Presencial;2;CB;Ciências Biológicas - Bacharelado;Integral;50;359;21;28;26
2021;Presencial;2;CB;Ciências Biológicas - Ciências Ambientais;Integral;36;266;14;22;26
2021;Presencial;2;CB;Ciências Biológicas - Licenciatura;Noturno;49;360;20;16;29
2021;Presencial;2;CCEN;Estatística;Integral;1;90;7;15;9
2021;Presencial;2;CCEN;Física - Bacharelado;Integral;3;86;4;7;8
2021;Presencial;2;CCEN;Física - Licenciatura;Noturno;1;88;15;9;5
2021;Presencial;2;CCEN;Matemática - Bacharelado;Integral;0;67;1;7;7
2021;Presencial;2;CCEN;Matemática - Licenciatura;Noturno;2;128;3;15;6
2021;Presencial;2;CCEN;Química - Bacharelado;Integral;0;58;5;12;2
2021;Presencial;2;CCEN;Química - Licenciatura;Noturno;1;95;7;9;8
2021;Presencial;2;CCJ;Direito;Matutino;50;510;45;9;12
2021;Presencial;2;CCJ;Direito;Noturno;99;781;50;12;25
2021;Presencial;2;CCM;Medicina;Integral;66;816;61;1;7
2021;Presencial;2;CCS;Educação Física - Bacharelado;Integral;63;456;29;26;29
2021;Presencial;2;CCS;Educação Física - Licenciatura;Integral;55;393;17;35;13
2021;Presencial;2;CCS;Enfermagem;Integral;39;375;22;15;14
2021;Presencial;2;CCS;Farmácia;Integral;48;433;30;13;7
2021;Presencial;2;CCS;Fisioterapia;Integral;33;323;27;9;16
2021;Presencial;2;CCS;Fonoaudiologia;Integral;22;130;21;4;3
2021;Presencial;2;CCS;Nutrição;Integral;34;216;14;15;8
2021;Presencial;2;CCS;Odontologia;Integral;52;430;33;19;7
2021;Presencial;2;CCS;Odontologia;Noturno;22;182;7;5;2
2021;Presencial;2;CCS;Terapia Ocupacional;Integral;18;166;11;4;3
2021;Presencial;2;CCSA;Administração;Matutino;53;389;33;16;9
2021;Presencial;2;CCSA;Administração;Noturno;56;382;22;17;14
2021;Presencial;2;CCSA;Ciências Atuariais;Integral;0;92;2;13;6
2021;Presencial;2;CCSA;Ciências Contábeis;Noturno;50;374;26;14;25
2021;Presencial;2;CCSA;Ciências Contábeis;vespertino;70;462;36;29;18
2021;Presencial;2;CCSA;Ciências Econômicas;Matutino;1;220;14;20;13
2021;Presencial;2;CCSA;Ciências Econômicas;Noturno;3;210;12;22;20
2021;Presencial;2;CCSA;Hotelaria;Integral;29;107;5;7;2
2021;Presencial;2;CCSA;Secretariado;Noturno;47;345;28;29;9
2021;Presencial;2;CCSA;Serviço Social;Matutino;2;235;30;8;12
2021;Presencial;2;CCSA;Serviço Social;vespertino;59;225;13;9;13
2021;Presencial;2;CCSA;Turismo;Noturno;36;134;3;7;18
2021;Presencial;2;CCSA;Turismo;vespertino;0;124;7;6;10
2021;Presencial;2;CE;Pedagogia;Matutino;48;411;17;12;9
2021;Presencial;2;CE;Pedagogia;Noturno;50;409;12;17;21
2021;Presencial;2;CE;Pedagogia;vespertino;46;204;9;2;4
2021;Presencial;2;CFCH;Arqueologia;Integral;0;90;4;9;4
2021;Presencial;2;CFCH;Ciência Política;Integral;3;183;11;19;10
2021;Presencial;2;CFCH;Ciências Sociais - Bacharelado;vespertino;1;176;3;32;9
2021;Presencial;2;CFCH;Ciências Sociais - Licenciatura;Noturno;60;221;10;13;10
2021;Presencial;2;CFCH;Filosofia - Bacharelado;vespertino;2;67;0;10;1
2021;Presencial;2;CFCH;Filosofia - Licenciatura;vespertino;1;109;8;16;15
2021;Presencial;2;CFCH;Geografia - Bacharelado;vespertino;1;167;5;31;21
2021;Presencial;2;CFCH;Geografia - Licenciatura;Matutino;3;198;12;17;1
2021;Presencial;2;CFCH;Geografia - Licenciatura;Noturno;1;195;8;23;9
2021;Presencial;2;CFCH;História - Bacharelado;vespertino;3;112;4;10;15
2021;Presencial;2;CFCH;História - Licenciatura;Noturno;50;228;13;9;10
2021;Presencial;2;CFCH;História - Licenciatura;vespertino;0;82;4;5;4
2021;Presencial;2;CFCH;Museologia;Noturno;0;97;8;5;4
2021;Presencial;2;CFCH;Psicologia;Integral;39;386;38;7;5
2021;Presencial;2;CIn;Ciência da Computação;Integral;59;552;18;18;25
2021;Presencial;2;CIn;Engenharia da Computação;Integral;53;523;19;30;13
2021;Presencial;2;CIn;Sistema de Informação;Integral;45;354;16;10;20
2021;Presencial;2;CTG;ABI-Engenharia;Integral;224;529;0;75;0
2021;Presencial;2;CTG;Engenharia Biomédica;Integral;0;110;8;12;6
2021;Presencial;2;CTG;Engenharia Cartográfica e de Agrimensura;Integral;0;66;2;15;6
2021;Presencial;2;CTG;Engenharia Cartográfica e de Agrimensura;Noturno;26;65;4;9;4
2021;Presencial;2;CTG;Engenharia Civil;Integral;2;478;44;27;19
2021;Presencial;2;CTG;Engenharia de Alimentos;Integral;1;87;2;12;2
2021;Presencial;2;CTG;Engenharia de Controle e Automação;Integral;0;188;4;7;8
2021;Presencial;2;CTG;Engenharia de Energia;Integral;0;86;8;0;4
2021;Presencial;2;CTG;Engenharia de Materiais;Integral;1;66;1;5;6
2021;Presencial;2;CTG;Engenharia de Minas;Integral;25;99;2;17;3
2021;Presencial;2;CTG;Engenharia de Produção;Integral;11;197;18;6;6
2021;Presencial;2;CTG;Engenharia de Telecomunicações;Integral;0;22;0;11;5
2021;Presencial;2;CTG;Engenharia Elétrica;Integral;0;281;21;10;18
2021;Presencial;2;CTG;Engenharia Eletrônica;Integral;9;225;6;12;22
2021;Presencial;2;CTG;Engenharia Mecânica;Integral;3;463;14;28;20
2021;Presencial;2;CTG;Engenharia Naval;Integral;0;82;2;5;3
2021;Presencial;2;CTG;Engenharia Química;Integral;3;365;30;13;19
2021;Presencial;2;CTG;Geologia;Integral;19;130;2;9;11
2021;Presencial;2;CTG;Oceanografia;Integral;0;68;3;10;9
2021;Presencial;2;CTG;Química Industrial;Noturno;1;150;4;13;17
2022;EAD;1;CAC;Letras - Língua Espanhola - EAD;EAD;31;87;3;10;14
2022;EAD;1;CAC;Letras - Língua Portuguesa - EAD;EAD;42;136;11;7;9
2022;EAD;1;CB;Ciências Biológicas - EAD;EAD;49;128;0;13;3
2022;EAD;1;CCEN;Matemática - EAD;EAD;71;125;4;16;8
2022;EAD;1;CCSA;Ciências Contábeis - EAD;EAD;37;120;11;8;15
2022;EAD;1;CFCH;Geografia - EAD;EAD;31;111;8;17;1
2022;EAD;2;CAC;Letras - Língua Espanhola - EAD;EAD;0;70;1;29;8
2022;EAD;2;CAC;Letras - Língua Portuguesa - EAD;EAD;0;109;6;27;6
2022;EAD;2;CB;Ciências Biológicas - EAD;EAD;0;87;0;42;3
2022;EAD;2;CCEN;Matemática - EAD;EAD;0;89;7;42;5
2022;EAD;2;CCSA;Ciências Contábeis - EAD;EAD;0;89;10;32;12
2022;EAD;2;CFCH;Geografia - EAD;EAD;0;86;3;24;4
2022;Presencial;1;CAA;Administração - CAA;Matutino;38;333;19;26;17
2022;Presencial;1;CAA;Administração - CAA;Noturno;39;303;9;24;30
2022;Presencial;1;CAA;Ciências Econômicas - CAA;Noturno;51;345;8;47;30
2022;Presencial;1;CAA;Comunicação Social - CAA;Integral;41;182;9;5;16
2022;Presencial;1;CAA;Design - CAA;Integral;40;312;16;22;35
2022;Presencial;1;CAA;Design - CAA;Noturno;39;316;18;25;58
2022;Presencial;1;CAA;Engenharia Civil - CAA;Integral;46;310;22;28;21
2022;Presencial;1;CAA;Engenharia de Produção - CAA;Integral;44;315;21;20;15
2022;Presencial;1;CAA;Física - CAA;Noturno;41;240;10;30;29
2022;Presencial;1;CAA;Intercultural Indígena;Integral;40;40;0;0;0
2022;Presencial;1;CAA;Interdisciplinar em Ciência e Tecnologia;Integral;34;34;0;0;0
2022;Presencial;1;CAA;Matemática - CAA;Noturno;42;306;20;24;22
2022;Presencial;1;CAA;Medicina - CAA;Integral;83;471;0;2;2
2022;Presencial;1;CAA;Pedagogia - CAA;Noturno;45;307;16;16;11
2022;Presencial;1;CAA;Química - CAA;Noturno;40;274;14;26;19
2022;Presencial;1;CAC;Arquitetura e Urbanismo;Integral;52;533;27;15;23
2022;Presencial;1;CAC;Artes Visuais - Bacharelado;Matutino;22;59;0;3;6
2022;Presencial;1;CAC;Artes Visuais - Licenciatura;Integral;35;159;3;7;11
2022;Presencial;1;CAC;Biblioteconomia;vespertino;59;221;10;9;14
2022;Presencial;1;CAC;Cinema e Audiovisual;vespertino;0;200;10;15;10
2022;Presencial;1;CAC;Dança;Noturno;29;141;15;9;2
2022;Presencial;1;CAC;Design;Integral;41;308;9;11;18
2022;Presencial;1;CAC;Expressão Gráfica;Integral;28;106;2;6;8
2022;Presencial;1;CAC;Gestão da Informação;Noturno;55;212;9;15;25
2022;Presencial;1;CAC;Jornalismo;vespertino;54;221;10;1;4
2022;Presencial;1;CAC;Letras - Bacharelado;vespertino;26;121;7;2;17
2022;Presencial;1;CAC;Letras - Espanhol;Matutino;6;92;7;9;6
2022;Presencial;1;CAC;Letras - Espanhol;Noturno;45;110;7;12;6
2022;Presencial;1;CAC;Letras - Francês;vespertino;20;53;0;4;6
2022;Presencial;1;CAC;Letras - Inglês;Matutino;4;102;11;14;10
2022;Presencial;1;CAC;Letras - Libras;Matutino;1;91;9;8;10
2022;Presencial;1;CAC;Letras - Português;Noturno;30;137;10;9;8
2022;Presencial;1;CAC;Letras - Português;vespertino;0;250;22;13;13
2022;Presencial;1;CAC;Música;Integral;37;119;6;4;8
2022;Presencial;1;CAC;Música;Matutino;0;4;0;0;1
2022;Presencial;1;CAC;Música;Noturno;0;83;4;5;6
2022;Presencial;1;CAC;Música - Canto;Matutino;1;11;0;0;0
2022;Presencial;1;CAC;Música - Instrumento;Matutino;7;56;2;2;2
2022;Presencial;1;CAC;Publicidade e Propaganda;Matutino;0;161;21;8;5
2022;Presencial;1;CAC;Rádio, TV e Internet;Matutino;0;105;0;6;12
2022;Presencial;1;CAC;Teatro;Integral;38;153;11;5;11
2022;Presencial;1;CAV;Ciências Biológicas - CAV;Noturno;45;372;36;20;14
2022;Presencial;1;CAV;Educação Física - Bacharelado - CAV;Matutino;37;234;18;30;9
2022;Presencial;1;CAV;Educação Física - Licenciatura - CAV;vespertino;47;270;25;38;16
2022;Presencial;1;CAV;Enfermagem - CAV;Integral;51;321;44;6;13
2022;Presencial;1;CAV;Nutrição - CAV;Matutino;34;246;34;14;9
2022;Presencial;1;CAV;Saúde Coletiva - CAV;Noturno;31;165;12;18;8
2022;Presencial;1;CB;Biomedicina;Integral;69;520;58;20;32
2022;Presencial;1;CB;Ciências Biológicas - Bacharelado;Integral;55;361;26;34;24
2022;Presencial;1;CB;Ciências Biológicas - Ciências Ambientais;Integral;42;277;19;20;24
2022;Presencial;1;CB;Ciências Biológicas - Licenciatura;Noturno;55;361;35;38;27
2022;Presencial;1;CCEN;Estatística;Integral;38;116;3;5;9
2022;Presencial;1;CCEN;Física - Bacharelado;Integral;23;103;4;7;6
2022;Presencial;1;CCEN;Física - Licenciatura;Noturno;28;94;2;4;11
2022;Presencial;1;CCEN;Matemática - Bacharelado;Integral;33;88;8;11;7
2022;Presencial;1;CCEN;Matemática - Licenciatura;Noturno;43;160;6;4;10
2022;Presencial;1;CCEN;Química - Bacharelado;Integral;19;69;2;4;2
2022;Presencial;1;CCEN;Química - Licenciatura;Noturno;34;110;3;11;9
2022;Presencial;1;CCJ;Direito;Matutino;53;502;51;18;13
2022;Presencial;1;CCJ;Direito;Noturno;51;742;53;35;36
2022;Presencial;1;CCM;Medicina;Integral;70;819;76;3;11
2022;Presencial;1;CCS;Educação Física - Bacharelado;Integral;61;451;26;39;32
2022;Presencial;1;CCS;Educação Física - Licenciatura;Integral;71;413;39;34;23
2022;Presencial;1;CCS;Enfermagem;Integral;39;369;5;16;21
2022;Presencial;1;CCS;Farmácia;Integral;57;441;26;12;18
2022;Presencial;1;CCS;Fisioterapia;Integral;33;318;24;17;11
2022;Presencial;1;CCS;Fonoaudiologia;Integral;34;138;4;7;2
2022;Presencial;1;CCS;Nutrição;Integral;32;228;25;12;6
2022;Presencial;1;CCS;Odontologia;Integral;47;421;38;19;12
2022;Presencial;1;CCS;Odontologia;Noturno;20;187;29;5;5
2022;Presencial;1;CCS;Terapia Ocupacional;Integral;30;181;26;2;5
2022;Presencial;1;CCSA;Administração;Matutino;58;383;24;19;25
2022;Presencial;1;CCSA;Administração;Noturno;68;397;20;25;22
2022;Presencial;1;CCSA;Ciências Atuariais;Integral;31;109;3;8;10
2022;Presencial;1;CCSA;Ciências Contábeis;Noturno;45;349;19;34;40
2022;Presencial;1;CCSA;Ciências Contábeis;vespertino;32;431;29;19;28
2022;Presencial;1;CCSA;Ciências Econômicas;Matutino;65;253;10;16;19
2022;Presencial;1;CCSA;Ciências Econômicas;Noturno;65;238;5;13;34
2022;Presencial;1;CCSA;Hotelaria;Integral;3;94;2;9;8
2022;Presencial;1;CCSA;Secretariado;Noturno;47;330;11;23;26
2022;Presencial;1;CCSA;Serviço Social;Matutino;74;270;15;13;10
2022;Presencial;1;CCSA;Serviço Social;vespertino;3;200;31;17;11
2022;Presencial;1;CCSA;Turismo;Noturno;2;121;8;15;20
2022;Presencial;1;CCSA;Turismo;vespertino;35;147;16;8;10
2022;Presencial;1;CE;Pedagogia;Matutino;50;415;29;19;19
2022;Presencial;1;CE;Pedagogia;Noturno;52;412;22;33;28
2022;Presencial;1;CE;Pedagogia;vespertino;0;176;13;13;10
2022;Presencial;1;CFCH;Arqueologia;Integral;31;110;4;6;8
2022;Presencial;1;CFCH;Ciência Política;Integral;49;193;13;23;16
2022;Presencial;1;CFCH;Ciências Sociais - Bacharelado;vespertino;64;223;15;15;14
2022;Presencial;1;CFCH;Ciências Sociais - Licenciatura;Noturno;8;180;8;35;19
2022;Presencial;1;CFCH;Filosofia - Bacharelado;vespertino;22;83;0;1;9
2022;Presencial;1;CFCH;Filosofia - Licenciatura;vespertino;43;133;10;13;18
2022;Presencial;1;CFCH;Geografia - Bacharelado;vespertino;57;222;7;14;19
2022;Presencial;1;CFCH;Geografia - Licenciatura;Matutino;64;242;24;5;8
2022;Presencial;1;CFCH;Geografia - Licenciatura;Noturno;63;251;18;9;17
2022;Presencial;1;CFCH;História - Bacharelado;vespertino;41;146;4;11;11
2022;Presencial;1;CFCH;História - Licenciatura;Noturno;0;203;10;11;13
2022;Presencial;1;CFCH;História - Licenciatura;vespertino;21;97;10;2;4
2022;Presencial;1;CFCH;Museologia;Noturno;33;112;5;10;7
2022;Presencial;1;CFCH;Psicologia;Integral;40;370;26;7;18
2022;Presencial;1;CIn;Ciência da Computação;Integral;62;568;34;19;41
2022;Presencial;1;CIn;Engenharia da Computação;Integral;50;533;19;16;22
2022;Presencial;1;CIn;Sistema de Informação;Integral;46;368;12;14;30
2022;Presencial;1;CTG;ABI-Engenharia;Integral;322;537;0;70;1
2022;Presencial;1;CTG;Engenharia Biomédica;Integral;30;128;6;3;7
2022;Presencial;1;CTG;Engenharia Cartográfica e de Agrimensura;Integral;28;78;0;9;12
2022;Presencial;1;CTG;Engenharia Cartográfica e de Agrimensura;Noturno;0;45;1;20;4
2022;Presencial;1;CTG;Engenharia Civil;Integral;16;452;26;20;31
2022;Presencial;1;CTG;Engenharia de Alimentos;Integral;9;95;1;3;5
2022;Presencial;1;CTG;Engenharia de Controle e Automação;Integral;3;193;6;7;15
2022;Presencial;1;CTG;Engenharia de Energia;Integral;4;101;4;1;5
2022;Presencial;1;CTG;Engenharia de Materiais;Integral;4;67;2;6;9
2022;Presencial;1;CTG;Engenharia de Minas;Integral;28;104;2;14;10
2022;Presencial;1;CTG;Engenharia de Produção;Integral;40;210;5;8;9
2022;Presencial;1;CTG;Engenharia de Telecomunicações;Integral;2;30;0;4;7
2022;Presencial;1;CTG;Engenharia Elétrica;Integral;6;269;14;21;26
2022;Presencial;1;CTG;Engenharia Eletrônica;Integral;6;233;3;10;27
2022;Presencial;1;CTG;Engenharia Mecânica;Integral;4;464;16;29;35
2022;Presencial;1;CTG;Engenharia Naval;Integral;1;76;2;3;16
2022;Presencial;1;CTG;Engenharia Química;Integral;3;366;28;13;17
2022;Presencial;1;CTG;Geologia;Integral;21;133;3;17;11
2022;Presencial;1;CTG;Oceanografia;Integral;25;88;5;3;9
2022;Presencial;1;CTG;Química Industrial;Noturno;41;183;8;7;23
2022;Presencial;2;CAA;Administração - CAA;Matutino;33;324;1;25;15
2022;Presencial;2;CAA;Administração - CAA;Noturno;40;313;0;26;25
2022;Presencial;2;CAA;Ciências Econômicas - CAA;Noturno;48;352;0;22;41
2022;Presencial;2;CAA;Comunicação Social - CAA;Integral;0;169;0;8;12
2022;Presencial;2;CAA;Design - CAA;Integral;38;326;0;22;28
2022;Presencial;2;CAA;Design - CAA;Noturno;39;325;2;20;58
2022;Presencial;2;CAA;Engenharia Civil - CAA;Integral;39;311;2;20;19
2022;Presencial;2;CAA;Engenharia de Produção - CAA;Integral;19;292;0;22;14
2022;Presencial;2;CAA;Física - CAA;Noturno;36;258;3;28;15
2022;Presencial;2;CAA;Intercultural Indígena;Integral;0;39;0;1;0
2022;Presencial;2;CAA;Interdisciplinar em Ciência e Tecnologia;Integral;0;24;0;10;0
2022;Presencial;2;CAA;Matemática - CAA;Noturno;40;316;0;15;18
2022;Presencial;2;CAA;Medicina - CAA;Integral;0;468;0;3;3
2022;Presencial;2;CAA;Pedagogia - CAA;Noturno;40;322;0;15;12
2022;Presencial;2;CAA;Química - CAA;Noturno;40;279;0;26;15
2022;Presencial;2;CAC;Arquitetura e Urbanismo;Integral;46;538;36;21;18
2022;Presencial;2;CAC;Artes Visuais - Bacharelado;Matutino;0;56;0;3;6
2022;Presencial;2;CAC;Artes Visuais - Licenciatura;Integral;0;156;5;3;11
2022;Presencial;2;CAC;Biblioteconomia;vespertino;0;200;10;17;8
2022;Presencial;2;CAC;Cinema e Audiovisual;vespertino;50;233;16;8;9
2022;Presencial;2;CAC;Dança;Noturno;0;123;11;7;3
2022;Presencial;2;CAC;Design;Integral;34;323;15;13;15
2022;Presencial;2;CAC;Expressão Gráfica;Integral;0;100;3;8;7
2022;Presencial;2;CAC;Gestão da Informação;Noturno;0;189;11;25;14
2022;Presencial;2;CAC;Jornalismo;vespertino;0;206;22;5;4
2022;Presencial;2;CAC;Letras - Bacharelado;vespertino;0;113;2;9;9
2022;Presencial;2;CAC;Letras - Espanhol;Matutino;29;106;14;7;7
2022;Presencial;2;CAC;Letras - Espanhol;Noturno;0;95;2;10;8
2022;Presencial;2;CAC;Letras - Francês;vespertino;0;45;2;7;7
2022;Presencial;2;CAC;Letras - Inglês;Matutino;29;118;0;6;7
2022;Presencial;2;CAC;Letras - Libras;Matutino;24;100;3;6;10
2022;Presencial;2;CAC;Letras - Português;Noturno;0;114;7;14;7
2022;Presencial;2;CAC;Letras - Português;vespertino;59;276;15;12;12
2022;Presencial;2;CAC;Música;Integral;0;98;9;14;9
2022;Presencial;2;CAC;Música;Matutino;0;4;0;1;0
2022;Presencial;2;CAC;Música;Noturno;8;86;2;5;5
2022;Presencial;2;CAC;Música - Canto;Matutino;0;10;0;0;1
2022;Presencial;2;CAC;Música - Instrumento;Matutino;0;49;0;3;4
2022;Presencial;2;CAC;Publicidade e Propaganda;Matutino;45;181;2;5;4
2022;Presencial;2;CAC;Rádio, TV e Internet;Matutino;30;133;14;6;8
2022;Presencial;2;CAC;Teatro;Integral;0;137;8;8;8
2022;Presencial;2;CAV;Ciências Biológicas - CAV;Noturno;45;360;25;24;11
2022;Presencial;2;CAV;Educação Física - Bacharelado - CAV;Matutino;35;234;22;18;10
2022;Presencial;2;CAV;Educação Física - Licenciatura - CAV;vespertino;43;269;14;22;16
2022;Presencial;2;CAV;Enfermagem - CAV;Integral;30;292;27;17;11
2022;Presencial;2;CAV;Nutrição - CAV;Matutino;29;235;24;7;10
2022;Presencial;2;CAV;Saúde Coletiva - CAV;Noturno;30;175;12;10;6
2022;Presencial;2;CB;Biomedicina;Integral;58;507;40;26;19
2022;Presencial;2;CB;Ciências Biológicas - Bacharelado;Integral;49;367;27;21;20
2022;Presencial;2;CB;Ciências Biológicas - Ciências Ambientais;Integral;40;283;17;13;26
2022;Presencial;2;CB;Ciências Biológicas - Licenciatura;Noturno;50;366;18;31;13
2022;Presencial;2;CCEN;Estatística;Integral;0;100;2;15;10
2022;Presencial;2;CCEN;Física - Bacharelado;Integral;0;90;7;8;8
2022;Presencial;2;CCEN;Física - Licenciatura;Noturno;0;77;7;22;6
2022;Presencial;2;CCEN;Matemática - Bacharelado;Integral;0;62;2;19;8
2022;Presencial;2;CCEN;Matemática - Licenciatura;Noturno;0;141;4;17;7
2022;Presencial;2;CCEN;Química - Bacharelado;Integral;0;62;0;5;3
2022;Presencial;2;CCEN;Química - Licenciatura;Noturno;0;99;4;13;5
2022;Presencial;2;CCJ;Direito;Matutino;51;498;32;9;8
2022;Presencial;2;CCJ;Direito;Noturno;95;765;67;28;28
2022;Presencial;2;CCM;Medicina;Integral;70;816;57;3;6
2022;Presencial;2;CCS;Educação Física - Bacharelado;Integral;60;466;36;27;24
2022;Presencial;2;CCS;Educação Física - Licenciatura;Integral;59;399;23;34;27
2022;Presencial;2;CCS;Enfermagem;Integral;38;386;26;19;19
2022;Presencial;2;CCS;Farmácia;Integral;45;449;45;19;10
2022;Presencial;2;CCS;Fisioterapia;Integral;31;319;26;10;7
2022;Presencial;2;CCS;Fonoaudiologia;Integral;20;149;25;5;2
2022;Presencial;2;CCS;Nutrição;Integral;28;228;19;8;4
2022;Presencial;2;CCS;Odontologia;Integral;50;422;0;18;8
2022;Presencial;2;CCS;Odontologia;Noturno;20;174;2;5;5
2022;Presencial;2;CCS;Terapia Ocupacional;Integral;17;167;3;8;3
2022;Presencial;2;CCSA;Administração;Matutino;50;392;30;25;18
2022;Presencial;2;CCSA;Administração;Noturno;39;400;21;21;24
2022;Presencial;2;CCSA;Ciências Atuariais;Integral;0;94;6;15;10
2022;Presencial;2;CCSA;Ciências Contábeis;Noturno;0;300;28;37;33
2022;Presencial;2;CCSA;Ciências Contábeis;vespertino;0;374;30;26;30
2022;Presencial;2;CCSA;Ciências Econômicas;Matutino;0;233;2;20;11
2022;Presencial;2;CCSA;Ciências Econômicas;Noturno;0;220;4;23;26
2022;Presencial;2;CCSA;Hotelaria;Integral;29;115;5;4;13
2022;Presencial;2;CCSA;Secretariado;Noturno;48;348;12;29;23
2022;Presencial;2;CCSA;Serviço Social;Matutino;0;233;20;15;17
2022;Presencial;2;CCSA;Serviço Social;vespertino;56;213;12;13;10
2022;Presencial;2;CCSA;Turismo;Noturno;35;145;3;11;12
2022;Presencial;2;CCSA;Turismo;vespertino;0;126;9;10;6
2022;Presencial;2;CE;Pedagogia;Matutino;50;418;29;16;21
2022;Presencial;2;CE;Pedagogia;Noturno;49;418;18;24;25
2022;Presencial;2;CE;Pedagogia;vespertino;49;208;13;5;9
2022;Presencial;2;CFCH;Arqueologia;Integral;0;91;3;16;7
2022;Presencial;2;CFCH;Ciência Política;Integral;0;165;15;20;11
2022;Presencial;2;CFCH;Ciências Sociais - Bacharelado;vespertino;0;185;12;30;10
2022;Presencial;2;CFCH;Ciências Sociais - Licenciatura;Noturno;57;217;7;19;16
2022;Presencial;2;CFCH;Filosofia - Bacharelado;vespertino;0;82;3;5;5
2022;Presencial;2;CFCH;Filosofia - Licenciatura;vespertino;0;114;4;19;10
2022;Presencial;2;CFCH;Geografia - Bacharelado;vespertino;0;193;14;19;23
2022;Presencial;2;CFCH;Geografia - Licenciatura;Matutino;0;202;11;21;5
2022;Presencial;2;CFCH;Geografia - Licenciatura;Noturno;0;219;18;17;15
2022;Presencial;2;CFCH;História - Bacharelado;vespertino;0;128;8;18;8
2022;Presencial;2;CFCH;História - Licenciatura;Noturno;54;232;9;18;12
2022;Presencial;2;CFCH;História - Licenciatura;vespertino;0;82;1;7;3
2022;Presencial;2;CFCH;Museologia;Noturno;0;98;14;13;4
2022;Presencial;2;CFCH;Psicologia;Integral;40;376;18;11;15
2022;Presencial;2;CIn;Ciência da Computação;Integral;48;575;17;22;33
2022;Presencial;2;CIn;Engenharia da Computação;Integral;49;543;24;27;17
2022;Presencial;2;CIn;Sistema de Informação;Integral;34;387;17;11;26
2022;Presencial;2;CTG;ABI-Engenharia;Integral;162;460;0;81;1
2022;Presencial;2;CTG;Engenharia Biomédica;Integral;0;116;2;10;3
2022;Presencial;2;CTG;Engenharia Cartográfica e de Agrimensura;Integral;0;73;1;14;3
2022;Presencial;2;CTG;Engenharia Cartográfica e de Agrimensura;Noturno;30;70;3;4;7
2022;Presencial;2;CTG;Engenharia Civil;Integral;0;431;31;30;25
2022;Presencial;2;CTG;Engenharia de Alimentos;Integral;0;87;6;6;14
2022;Presencial;2;CTG;Engenharia de Controle e Automação;Integral;0;200;3;13;8
2022;Presencial;2;CTG;Engenharia de Energia;Integral;0;91;3;7;5
2022;Presencial;2;CTG;Engenharia de Materiais;Integral;0;57;0;5;17
2022;Presencial;2;CTG;Engenharia de Minas;Integral;24;112;0;19;7
